Date,Coin,Price_USD,Volume_24h,Market_Cap,Sentiment_Score,Social_Mentions,Volatility_Index
2024-08-02,Solana,91.868,158168642.35,10475334694.69,0.7,20604,0.036
2024-08-03,Solana,94.3732,383542264.94,10843621608.02,0.67,28835,0.0255
2024-08-04,Solana,96.3109,226831863.11,10646103205.87,0.4,8820,0.0786
2024-08-05,Solana,109.374,186209954.94,43273826840.44,0.32,2499,0.0991
2024-08-06,Solana,91.5944,245977487.78,20810604542.29,-0.5,24814,0.08
2024-08-07,Solana,90.5105,377912428.03,37880459861.93,-0.32,25089,0.0366
2024-08-08,Solana,97.4028,278513626.98,26561087435.9,0.54,8626,0.032
2024-08-09,Solana,103.2291,325181124.73,29027937472.45,0.49,33746,0.0296
2024-08-10,Solana,119.2233,593808027.82,36381350849.2,1.0,17137,0.0223
2024-08-11,Solana,120.1114,311861721.94,46268424820.33,0.14,22260,0.0596
2024-08-12,Solana,117.1268,405446313.91,24526475868.94,-0.26,37476,0.0645
2024-08-13,Solana,114.9101,282791132.86,17079658330.16,-0.29,27283,0.0735
2024-08-14,Solana,117.218,301384145.66,37793765730.08,0.74,2769,0.0712
2024-08-15,Solana,128.7404,486968583.37,29712126386.68,0.21,43278,0.0363
2024-08-16,Solana,141.4919,672305596.45,39192767917.99,0.55,47994,0.0397
2024-08-17,Solana,141.1579,447390794.91,50644433382.98,-0.27,16634,0.0713
2024-08-18,Solana,143.4419,584324770.51,42695515834.62,0.59,40499,0.0415
2024-08-19,Solana,138.3216,187678318.39,48151328646.07,-0.06,11965,0.0291
2024-08-20,Solana,134.2503,247642509.1,42648650850.45,-0.19,28566,0.0437
2024-08-21,Solana,142.8122,429654365.51,56542007944.88,0.29,34143,0.0345
2024-08-22,Solana,156.684,169226021.25,59911972786.25,1.0,49285,0.0179
2024-08-23,Solana,150.2855,302287149.18,47140932638.51,0.02,20420,0.0847
2024-08-24,Solana,152.6265,468503106.56,56710088546.95,0.51,26236,0.0868
2024-08-25,Solana,150.5531,159562942.48,67662162374.5,0.6,7218,0.0298
2024-08-26,Solana,158.5072,326237143.2,43257961776.22,0.94,9495,0.0158
2024-08-27,Solana,154.9707,473609691.77,41083554040.06,-0.18,34853,0.0765
2024-08-28,Solana,137.2131,451787320.42,55667099546.38,0.17,14073,0.029
2024-08-29,Solana,145.6134,684821019.33,48492413040.96,-0.16,12371,0.0454
2024-08-30,Solana,143.1076,512522984.93,18375401510.74,-0.1,18594,0.0158
2024-08-31,Solana,141.5382,376341966.83,64660979699.64,0.61,12226,0.0304
2024-09-01,Solana,145.3789,686392393.12,16327969948.78,-0.01,11046,0.0814
2024-09-02,Solana,148.6019,615142323.48,59345439452.73,-0.03,44809,0.0824
2024-09-03,Solana,152.8173,275076661.33,61664494129.78,0.04,38117,0.0286
2024-09-04,Solana,138.0271,210266215.23,66424757347.7,-0.19,5965,0.0402
2024-09-05,Solana,142.7722,528720786.72,17368779724.96,0.24,47260,0.0221
2024-09-06,Solana,126.5614,409999766.31,42871753578.21,-0.12,14336,0.0167
2024-09-07,Solana,132.5318,551159214.2,35934169272.34,0.9,20843,0.0993
2024-09-08,Solana,141.5576,559891418.28,32877199461.06,0.72,18373,0.069
2024-09-09,Solana,130.0757,455374934.18,17706866968.93,-0.64,46452,0.0588
2024-09-10,Solana,132.769,656613007.87,43158117135.73,0.82,7654,0.0789
2024-09-11,Solana,141.3234,442958352.11,41212214256.7,0.17,32280,0.0856
2024-09-12,Solana,137.6575,199936877.82,19522827746.77,-0.43,41110,0.0826
2024-09-13,Solana,143.359,618320841.96,49458250263.27,-0.18,23407,0.0115
2024-09-14,Solana,119.5436,239973373.48,47241377839.83,-0.6,3358,0.0268
2024-09-15,Solana,127.5401,524088679.15,51897491121.71,-0.02,27583,0.0689
2024-09-16,Solana,127.8971,617542086.57,59107561525.69,-0.31,29706,0.0438
2024-09-17,Solana,126.0465,477360965.26,33249586131.91,-0.18,7360,0.0984
2024-09-18,Solana,133.6146,452168006.03,64299246056.61,0.17,4743,0.0699
2024-09-19,Solana,147.6117,419445362.31,65860190832.8,0.81,8159,0.0961
2024-09-20,Solana,152.0612,373711593.74,33240672780.65,0.71,33151,0.0281
2024-09-21,Solana,166.8906,402543379.59,27322202154.9,0.98,1518,0.0878
2024-09-22,Solana,151.5038,537155398.4,41535644290.9,-0.62,17652,0.0389
2024-09-23,Solana,157.7089,631638927.39,41124104272.45,0.02,13925,0.0991
2024-09-24,Solana,156.6176,581688339.3,51728859622.59,0.72,48578,0.0242
2024-09-25,Solana,149.3672,267911130.37,49792243070.11,-0.72,6475,0.0565
2024-09-26,Solana,132.2317,393514772.02,52891993394.87,0.07,37953,0.0814
2024-09-27,Solana,137.2178,571726215.26,41708169232.47,-0.05,38929,0.0489
2024-09-28,Solana,144.5613,419635001.39,20517453863.16,1.0,43348,0.0521
2024-09-29,Solana,156.3462,491942155.47,69310843264.79,0.35,10886,0.0988
2024-09-30,Solana,167.5389,684320061.98,37512938158.01,0.43,12465,0.0483
2024-10-01,Solana,159.949,583023753.06,78138103581.7,0.19,12221,0.0644
2024-10-02,Solana,172.4957,454936732.58,25381719126.11,0.66,25395,0.0149
2024-10-03,Solana,187.1201,857318800.0,90435214743.91,0.34,3335,0.0858
2024-10-04,Solana,184.3883,304290147.99,25151433806.84,0.15,37442,0.0683
2024-10-05,Solana,184.8872,921120146.71,35574967995.03,0.46,5576,0.0464
2024-10-06,Solana,174.7093,257767886.5,20726108291.11,-0.72,48740,0.0115
2024-10-07,Solana,190.4075,201793818.33,72744272436.3,-0.04,1500,0.0633
2024-10-08,Solana,173.3265,790382157.02,76284392118.76,-0.35,27675,0.0111
2024-10-09,Solana,179.0634,354512133.91,48996823915.55,-0.16,9083,0.0101
2024-10-10,Solana,172.8302,677286728.88,81473682214.08,0.19,42062,0.0654
2024-10-11,Solana,161.5148,685478763.08,54288296092.0,-0.55,16720,0.027
2024-10-12,Solana,143.5085,636596057.81,50515414598.72,-0.49,6543,0.0273
2024-10-13,Solana,141.7973,704218783.5,62130988972.59,-0.3,4276,0.0688
2024-10-14,Solana,131.1802,285468954.6,28691744376.93,-0.16,31635,0.0148
2024-10-15,Solana,131.7554,506069168.22,31846120418.17,-0.33,25180,0.0382
2024-10-16,Solana,145.8744,213209931.22,67449514169.05,0.07,7613,0.0234
2024-10-17,Solana,147.7664,388217506.0,68029515387.83,-0.37,45497,0.0622
2024-10-18,Solana,165.6221,727393413.88,81253050427.95,1.0,2327,0.0696
2024-10-19,Solana,156.0265,385484171.23,71886935114.7,-0.6,41540,0.0749
2024-10-20,Solana,144.1909,485113244.59,21765447421.85,0.04,11666,0.033
2024-10-21,Solana,135.4499,408394226.7,58174349756.06,-0.71,27255,0.018
2024-10-22,Solana,135.0563,484015607.54,35646138297.85,-0.37,21130,0.0171
2024-10-23,Solana,157.2564,769232086.57,78049603002.07,0.98,23068,0.0484
2024-10-24,Solana,141.731,173328813.05,40947842623.36,-0.39,19946,0.0951
2024-10-25,Solana,147.1423,484958252.56,47311304428.3,0.93,21547,0.0296
2024-10-26,Solana,141.1097,628236794.21,44013533351.73,0.52,20701,0.0331
2024-10-27,Solana,139.356,407690275.45,31869994114.75,0.45,6769,0.0191
2024-10-28,Solana,128.9766,169489275.48,16768097350.84,-0.09,25883,0.0645
2024-10-29,Solana,135.9089,440637953.35,62281666140.74,0.36,14663,0.0712
2024-10-30,Solana,135.6866,315918487.86,57133596978.97,-0.05,39686,0.0679
2024-10-31,Solana,144.6754,234340539.29,22541984830.81,1.0,38323,0.0875
2024-11-01,Solana,146.3413,643336758.15,60103460180.14,0.34,36162,0.0538
2024-11-02,Solana,129.5271,399772188.58,45378351418.38,-0.32,23852,0.0221
2024-11-03,Solana,138.1785,654013663.43,36431812461.59,0.14,21388,0.036
2024-11-04,Solana,121.6275,513762656.25,24521136103.18,-1.0,34434,0.0696
2024-11-05,Solana,108.1032,407753247.92,47986113558.74,0.17,23102,0.0652
2024-11-06,Solana,102.2622,104317870.22,38867334525.61,-0.36,22536,0.0578
2024-11-07,Solana,96.8186,262503784.59,30894437674.85,-0.19,13355,0.0715
2024-11-08,Solana,105.0251,187989190.09,36110513135.93,0.07,3234,0.0674
2024-11-09,Solana,104.0516,483131498.72,14195392164.5,0.54,40103,0.0893
2024-11-10,Solana,111.9432,190117147.54,32415155766.69,-0.08,32147,0.0627
2024-11-11,Solana,108.2407,232093988.7,19210566133.35,0.42,24659,0.0801
2024-11-12,Solana,110.4118,338671440.94,20244394583.59,-0.22,45271,0.0324
2024-11-13,Solana,113.6626,233401071.63,41432488300.21,0.8,40127,0.071
2024-11-14,Solana,118.5233,218018731.35,55054368273.77,0.66,17560,0.0912
2024-11-15,Solana,115.3356,391725371.48,30160552897.27,-0.42,47644,0.0447
2024-11-16,Solana,112.8361,152973922.38,20660254435.92,0.13,24088,0.0801
2024-11-17,Solana,110.9305,136740849.12,39879389020.92,-0.18,3928,0.0752
2024-11-18,Solana,100.0433,249005841.33,44866891870.8,-0.76,41385,0.0154
2024-11-19,Solana,99.6397,386866837.99,39788872056.41,0.6,41382,0.0623
2024-11-20,Solana,97.4455,313699262.1,43607153404.89,-0.09,29184,0.0217
2024-11-21,Solana,100.9345,271665796.89,31756200656.38,0.2,21099,0.0971
2024-11-22,Solana,101.5884,331483453.52,40711585738.83,-0.25,5274,0.083
2024-11-23,Solana,109.8356,270393928.03,17137189692.44,0.4,25970,0.0199
2024-11-24,Solana,110.4073,523836982.55,26421560298.61,0.66,26744,0.021
2024-11-25,Solana,106.7934,130247363.91,27319861125.87,-0.19,38739,0.0635
2024-11-26,Solana,107.2699,396208559.45,32665656742.93,0.76,9389,0.041
2024-11-27,Solana,112.0381,511468486.34,52840581903.63,0.95,18352,0.0131
2024-11-28,Solana,100.2301,422523943.44,45075349540.51,-0.84,22148,0.0587
2024-11-29,Solana,96.029,166722069.52,14770236156.56,-0.48,32828,0.0449
2024-11-30,Solana,92.1253,201174608.41,15579856662.73,0.42,3504,0.0191
2024-12-01,Solana,94.4892,365502441.26,22966193856.16,0.14,39774,0.0822
2024-12-02,Solana,97.5731,130463242.84,21104819539.35,-0.33,29743,0.0924
2024-12-03,Solana,98.2633,417368085.03,33990094639.0,-0.11,29894,0.0781
2024-12-04,Solana,83.748,324576086.0,38617076665.62,-0.46,31995,0.084
2024-12-05,Solana,75.5311,295962913.91,36626266008.3,0.05,41711,0.0295
2024-12-06,Solana,74.5238,104405249.62,26935964687.92,-0.39,18748,0.0337
2024-12-07,Solana,72.356,280093222.15,31493949466.02,-0.5,24100,0.0288
2024-12-08,Solana,72.4517,269467597.31,22465885387.77,0.71,34691,0.0789
2024-12-09,Solana,70.4836,304749343.13,12921817908.4,0.34,23981,0.0953
2024-12-10,Solana,77.0315,89848239.29,23870149201.64,0.73,33708,0.0745
2024-12-11,Solana,66.5061,72654149.93,21417175812.37,-0.18,11246,0.0893
2024-12-12,Solana,67.7802,168910298.18,26907607174.89,0.15,46243,0.0675
2024-12-13,Solana,71.2154,113599454.69,13385160387.65,0.74,33486,0.0449
2024-12-14,Solana,74.2842,240200863.57,18372283467.92,0.2,31340,0.0483
2024-12-15,Solana,77.8674,363593830.65,19125096135.99,0.06,20338,0.0168
2024-12-16,Solana,82.2955,211163612.67,39812580548.9,0.73,4086,0.0128
2024-12-17,Solana,79.3955,347736609.36,22038447823.34,-0.13,26535,0.0726
2024-12-18,Solana,74.2277,74299259.36,29842341902.24,0.45,15860,0.0495
2024-12-19,Solana,65.2402,109215881.6,26117245606.32,-0.65,18013,0.0597
2024-12-20,Solana,63.886,71660601.36,13174431203.01,0.59,8407,0.0602
2024-12-21,Solana,60.9695,140997420.31,20043599612.7,0.48,34542,0.035
2024-12-22,Solana,65.2799,302425779.55,29879969207.35,0.17,25935,0.0528
2024-12-23,Solana,64.2188,89123432.74,18628538571.68,0.46,42477,0.0524
2024-12-24,Solana,60.3128,206609743.71,28832333376.65,-0.24,35111,0.045
2024-12-25,Solana,56.072,157337233.51,10417248170.31,0.34,11161,0.0839
2024-12-26,Solana,62.8191,298634222.74,8145359008.39,0.69,24581,0.0506
2024-12-27,Solana,62.7987,93574896.04,28672735256.02,0.47,33277,0.0643
2024-12-28,Solana,59.9169,110733044.25,26307847141.66,-0.12,22400,0.0906
2024-12-29,Solana,60.4227,67562739.03,30032261675.78,-0.16,12419,0.088
2024-12-30,Solana,67.36,184279649.12,25041596551.29,0.33,41565,0.0901
2024-12-31,Solana,65.8525,139036411.55,31258534867.82,-0.06,20283,0.0343
2025-01-01,Solana,68.6328,307449159.95,29565614669.51,0.69,1934,0.0131
2025-01-02,Solana,73.5873,251650976.73,32214330096.25,0.65,35754,0.0335
2025-01-03,Solana,65.3098,225734224.98,21399174812.33,-0.17,22380,0.0351
2025-01-04,Solana,62.8734,196645515.07,15903563228.87,-0.32,15016,0.0918
2025-01-05,Solana,66.9391,91532634.37,31717307002.98,0.45,39233,0.0684
2025-01-06,Solana,64.1974,178473591.12,17516061761.42,-0.65,23695,0.0174
2025-01-07,Solana,65.8587,329163037.93,20780240165.66,0.69,25952,0.0222
2025-01-08,Solana,62.9274,273162546.48,17521859977.64,0.56,43734,0.024
2025-01-09,Solana,61.3081,280413039.5,19981973051.39,-0.1,16721,0.0667
2025-01-10,Solana,59.2823,254493448.06,17085288701.35,-0.65,2505,0.0762
2025-01-11,Solana,61.6062,86998246.31,7342661089.29,-0.08,6363,0.0874
2025-01-12,Solana,62.4129,119195785.33,28261779452.79,0.41,49708,0.0947
2025-01-13,Solana,62.8456,63630280.97,17455825513.8,0.33,44614,0.0282
2025-01-14,Solana,72.3635,160215707.36,24283557615.92,1.0,2010,0.0379
2025-01-15,Solana,79.9893,114739010.24,12452342866.55,0.36,48692,0.0316
2025-01-16,Solana,70.5606,204002887.02,7151677980.96,-0.1,47250,0.0423
2025-01-17,Solana,68.7539,254974565.08,13621252500.22,0.27,20861,0.0923
2025-01-18,Solana,78.8324,354589793.65,30100922214.04,0.65,25125,0.0618
2025-01-19,Solana,76.1935,304535217.7,10642534572.21,0.04,10369,0.0764
2025-01-20,Solana,85.814,407989132.97,39779506305.24,0.32,4857,0.0541
2025-01-21,Solana,83.7047,101750890.77,15569834433.22,-0.03,27671,0.0126
2025-01-22,Solana,82.6132,86638089.19,15022178208.29,0.58,10864,0.0158
2025-01-23,Solana,86.9764,317059580.05,15012401108.16,0.31,33490,0.0584
2025-01-24,Solana,86.5926,186815727.63,9143546010.76,0.57,11120,0.0747
2025-01-25,Solana,89.2491,179747951.46,36478067347.91,0.42,21223,0.0294
2025-01-26,Solana,97.7721,227178110.3,43998777773.31,0.23,33150,0.075
2025-01-27,Solana,102.3212,212744635.11,35368867472.94,0.49,45138,0.083
2025-01-28,Solana,103.2924,314602467.02,18105096386.9,0.21,3553,0.0471
2025-01-29,Solana,113.7675,314065803.53,24358891902.14,0.53,16489,0.0772
2025-01-30,Solana,119.8656,365555703.62,34805444280.64,-0.08,5389,0.0464
2025-01-31,Solana,114.7098,423377295.77,55260129017.28,-0.17,22950,0.0711
2025-02-01,Solana,128.4526,327364252.06,25554428418.45,0.19,12089,0.0788
2025-02-02,Solana,133.5319,267762176.25,52432398361.37,-0.17,42999,0.0993
2025-02-03,Solana,131.9534,219676345.14,36390021746.99,-0.02,4051,0.0411
2025-02-04,Solana,116.0862,278362570.86,25438995840.09,-0.7,39090,0.047
2025-02-05,Solana,106.6072,422934781.95,30102284099.93,0.29,29805,0.0249
2025-02-06,Solana,117.5886,473508031.61,15108097619.69,0.5,30442,0.0284
2025-02-07,Solana,129.9801,476717677.18,54523379927.84,1.0,45557,0.0724
2025-02-08,Solana,130.7752,253195440.71,25804654652.32,0.22,3555,0.0925
2025-02-09,Solana,117.0157,392276973.89,45655410510.76,-0.11,13767,0.0455
2025-02-10,Solana,109.5011,359465747.25,13943801242.36,-0.48,1458,0.0262
2025-02-11,Solana,98.9424,290600103.23,47694114984.53,0.24,49469,0.0357
2025-02-12,Solana,89.186,285387630.02,15804289725.24,-0.3,17066,0.051
2025-02-13,Solana,100.1209,297074994.81,45364464258.51,1.0,5721,0.0362
2025-02-14,Solana,112.5955,367266789.06,47716755914.22,0.6,13446,0.031
2025-02-15,Solana,105.1359,406037473.0,51216335195.07,-0.7,7304,0.0762
2025-02-16,Solana,105.186,151311356.4,30625552983.07,0.38,47333,0.0107
2025-02-17,Solana,97.1826,388584921.03,37994404348.48,-0.87,43967,0.0585
2025-02-18,Solana,97.1909,150018536.54,24130978620.41,0.12,35688,0.0814
2025-02-19,Solana,106.8477,135323830.23,18564490188.9,0.25,14227,0.034
2025-02-20,Solana,113.87,558454841.19,31568226307.6,0.64,41462,0.0643
2025-02-21,Solana,119.5088,576984695.54,19874271329.15,1.0,7298,0.0702
2025-02-22,Solana,118.236,146819060.39,58268794968.28,0.05,40397,0.069
2025-02-23,Solana,127.3068,353023501.0,17631812725.31,0.95,46487,0.0501
2025-02-24,Solana,132.3736,230989292.99,44435798709.99,0.36,38914,0.0412
2025-02-25,Solana,135.7141,399186575.78,47579388466.67,0.27,11306,0.0852
2025-02-26,Solana,134.91,582906921.68,42527929870.08,0.68,3589,0.0783
2025-02-27,Solana,137.622,660922514.55,50214749014.32,0.76,38078,0.0389
2025-02-28,Solana,140.1398,495676091.53,20526605675.79,0.61,36009,0.0193
2025-03-01,Solana,135.7274,327866204.67,43705231222.48,-0.27,14601,0.0165
2025-03-02,Solana,129.5525,442201810.99,27838890735.68,-0.02,8711,0.0185
2025-03-03,Solana,121.9329,274105878.92,58048665075.19,-0.5,22364,0.0625
2025-03-04,Solana,115.2301,534586215.9,46648433122.17,-0.2,34706,0.0146
2025-03-05,Solana,114.0448,511103337.9,55768562494.64,0.08,30610,0.0403
2025-03-06,Solana,111.7455,361265113.23,12853241172.32,0.48,38069,0.0778
2025-03-07,Solana,107.6954,247612828.41,23052555518.03,0.48,4970,0.0365
2025-03-08,Solana,103.3136,224558223.49,18407288406.93,-0.16,4999,0.0787
2025-03-09,Solana,105.2262,119292047.89,10992126865.09,-0.38,22034,0.0771
2025-03-10,Solana,114.0291,486138374.55,22455784198.68,1.0,37176,0.0321
2025-03-11,Solana,114.0684,319566504.3,42377613969.86,-0.27,47575,0.0756
2025-03-12,Solana,113.6601,261478665.16,21872246044.72,0.29,42730,0.0773
2025-03-13,Solana,107.3982,309783820.62,32606241967.53,-0.74,17632,0.0458
2025-03-14,Solana,106.0682,453436296.5,48274510380.44,-0.04,14385,0.0289
2025-03-15,Solana,113.7496,170448920.94,42940848435.93,1.0,6950,0.0569
2025-03-16,Solana,120.944,535857544.36,31185616661.7,-0.05,36694,0.0929
2025-03-17,Solana,128.0892,587934044.12,31892624213.02,0.35,8975,0.0676
2025-03-18,Solana,135.4098,648183875.45,38225415677.36,0.19,22314,0.0256
2025-03-19,Solana,139.0935,360245413.87,23759470827.65,0.81,24398,0.0714
2025-03-20,Solana,142.5809,266421167.3,50416644399.39,0.76,26277,0.0484
2025-03-21,Solana,144.8173,361255838.43,35575973384.03,-0.11,27761,0.0632
2025-03-22,Solana,141.3398,329554609.44,62323218969.69,-0.51,32533,0.0761
2025-03-23,Solana,142.1909,242380828.36,57249050255.68,0.35,7966,0.0563
2025-03-24,Solana,144.1725,494377001.69,49624922187.73,0.01,42901,0.0833
2025-03-25,Solana,149.7938,435375083.39,36801466072.89,0.57,7587,0.075
2025-03-26,Solana,150.8446,673190011.21,27751298694.54,-0.42,23880,0.0654
2025-03-27,Solana,170.0486,191889369.72,69798279840.4,0.31,6091,0.0236
2025-03-28,Solana,157.875,564477764.24,46504248440.93,0.03,42753,0.0852
2025-03-29,Solana,165.1797,669274348.12,31367626645.39,0.01,32130,0.0942
2025-03-30,Solana,164.9361,666003181.74,29370149053.74,0.61,18061,0.0223
2025-03-31,Solana,165.1223,750364556.72,27436780050.76,-0.42,23293,0.0539
2025-04-01,Solana,157.237,615761131.63,64603078818.79,-0.46,2561,0.0333
2025-04-02,Solana,167.0109,786828455.06,31998431604.19,1.0,42412,0.0779
2025-04-03,Solana,173.7198,404875965.75,53967257314.63,0.26,48553,0.0749
2025-04-04,Solana,182.5827,550091991.7,51236087387.88,0.67,4656,0.0227
2025-04-05,Solana,184.6193,195016857.69,61264888276.55,-0.21,22618,0.0889
2025-04-06,Solana,181.2051,186248052.0,81698464987.63,0.2,21530,0.0263
2025-04-07,Solana,180.6626,354190158.8,80774050840.51,0.43,22872,0.0818
2025-04-08,Solana,185.5419,260357740.86,52031595623.33,0.04,29330,0.0511
2025-04-09,Solana,163.4003,333474844.79,17344374280.55,-0.02,17139,0.0395
2025-04-10,Solana,172.122,294014170.79,46572342235.96,0.55,33977,0.0242
2025-04-11,Solana,197.3502,219863911.34,67587980473.55,0.74,5983,0.0251
2025-04-12,Solana,203.2352,942445573.52,65666488299.59,0.37,40909,0.0696
2025-04-13,Solana,200.0128,206591695.48,72111492605.74,0.17,43886,0.0595
2025-04-14,Solana,198.2778,782072936.75,32047704806.25,-0.33,22329,0.021
2025-04-15,Solana,206.8935,332807155.2,74194918204.72,0.24,37734,0.0201
2025-04-16,Solana,203.8941,947887101.83,35286046855.91,-0.13,43837,0.0165
2025-04-17,Solana,214.7251,981547758.68,85935033258.4,0.29,9818,0.0769
2025-04-18,Solana,212.6963,769025550.37,50118691388.64,0.44,11918,0.0741
2025-04-19,Solana,234.785,866106883.9,90147609785.84,0.65,43418,0.0153
2025-04-20,Solana,258.779,264305636.26,30832545309.19,1.0,2250,0.0604
2025-04-21,Solana,253.9113,1254191503.21,66815244357.14,-0.21,5758,0.0176
2025-04-22,Solana,252.9309,1141054701.0,96623082875.51,0.02,38131,0.0913
2025-04-23,Solana,252.8443,1158134459.59,48229602225.41,0.52,3163,0.0916
2025-04-24,Solana,252.9611,920014167.33,105766804303.06,0.21,43583,0.0728
2025-04-25,Solana,238.8343,568222185.46,84144180166.24,-0.07,35621,0.0934
2025-04-26,Solana,223.4927,1022388349.07,74875565861.0,-0.75,18137,0.083
2025-04-27,Solana,240.4749,520884828.57,58055330334.96,0.4,33103,0.0846
2025-04-28,Solana,256.4393,833644772.27,75131741910.65,0.18,22832,0.0613
2025-04-29,Solana,273.1979,382183131.86,92597635105.82,1.0,2868,0.0375
2025-04-30,Solana,272.3339,1276652995.88,78700370425.68,-0.11,49336,0.0296
2025-05-01,Solana,303.5218,474429367.25,115133496220.63,1.0,42862,0.0394
2025-05-02,Solana,303.4161,576365355.18,82977864017.83,0.38,20728,0.0666
2025-05-03,Solana,319.4282,1032563203.3,57787514685.66,0.21,39006,0.0255
2025-05-04,Solana,293.1337,1189059262.04,54397847268.13,-0.2,29029,0.0333
2025-05-05,Solana,289.3862,1006313175.09,29610434937.58,0.53,40857,0.0521
2025-05-06,Solana,286.9701,553432000.24,63243348470.75,0.61,29183,0.031
2025-05-07,Solana,286.1295,287208785.78,114327904741.29,-0.31,23785,0.063
2025-05-08,Solana,263.6597,1062180193.32,110121462432.82,-0.45,19940,0.0931
2025-05-09,Solana,275.0585,1359017053.78,49782015787.09,0.15,6280,0.0773
2025-05-10,Solana,292.3092,1239289551.23,141365887787.72,-0.13,38012,0.07
2025-05-11,Solana,279.5553,794168156.7,84135281806.04,0.06,3164,0.0624
2025-05-12,Solana,260.5902,1202641538.75,121641267295.8,0.27,28188,0.0539
2025-05-13,Solana,248.828,656754370.98,95228005866.06,-0.23,48917,0.0268
2025-05-14,Solana,256.4745,795003294.51,99761746284.27,0.62,15088,0.0905
2025-05-15,Solana,247.5502,720004336.33,33176039686.03,0.14,19405,0.0324
2025-05-16,Solana,245.8064,685921732.5,46210736279.25,-0.05,3821,0.0182
2025-05-17,Solana,230.2204,944079408.43,23833784113.95,-0.63,23516,0.0775
2025-05-18,Solana,257.791,800976046.92,99623593458.71,1.0,11473,0.0258
2025-05-19,Solana,259.181,587529150.58,61626834464.16,0.64,47454,0.0435
2025-05-20,Solana,277.3192,563688066.43,114993458638.32,0.74,43530,0.0125
2025-05-21,Solana,285.8024,328955549.45,67327765159.28,-0.32,39737,0.0223
2025-05-22,Solana,285.3701,951075894.37,122062345218.62,-0.23,13178,0.0256
2025-05-23,Solana,284.0517,545335517.72,43255201905.9,-0.43,39936,0.0149
2025-05-24,Solana,271.9754,433130525.24,46058832875.02,0.03,28018,0.0691
2025-05-25,Solana,264.8965,957685497.52,62608445773.04,0.35,18097,0.0853
2025-05-26,Solana,249.1436,928019223.39,65623161508.58,-0.65,15096,0.0436
2025-05-27,Solana,232.6971,932794236.91,55726568406.62,0.26,40971,0.0887
2025-05-28,Solana,262.0594,789927734.98,106254306409.61,0.85,4545,0.0292
2025-05-29,Solana,266.707,1220509435.22,37013744478.38,0.49,25798,0.0393
2025-05-30,Solana,290.4287,1378192018.65,69844275237.27,1.0,1863,0.0236
2025-05-31,Solana,276.882,1171068080.66,120414890511.53,-0.62,17148,0.0659
2025-06-01,Solana,256.3661,908144681.96,32486415812.81,0.3,22009,0.0478
2025-06-02,Solana,241.5823,535076814.08,115219653733.32,-0.62,18809,0.0652
2025-06-03,Solana,235.706,1162450137.98,116562926590.37,-0.11,19688,0.0786
2025-06-04,Solana,236.4579,495744584.17,32022849986.63,0.62,1653,0.0591
2025-06-05,Solana,234.553,424688092.56,50782829968.34,0.64,9129,0.0665
2025-06-06,Solana,223.9063,619910566.45,55743763095.27,-0.07,27418,0.0942
2025-06-07,Solana,225.3086,276535236.52,92501907174.16,0.3,24118,0.0369
2025-06-08,Solana,227.9048,1119919312.3,77116324161.24,0.48,1443,0.0423
2025-06-09,Solana,237.7359,797302928.15,85049123616.23,0.8,28041,0.0746
2025-06-10,Solana,258.9481,835834770.84,104357092641.55,0.1,24843,0.065
2025-06-11,Solana,253.5532,918670361.23,37320908447.01,0.45,22053,0.0261
2025-06-12,Solana,272.2981,813652617.78,117982370818.76,0.5,31848,0.0439
2025-06-13,Solana,273.6477,308744159.48,104601274303.9,0.11,38874,0.0521
2025-06-14,Solana,248.8445,858325793.38,82351785470.39,-0.4,38204,0.0477
2025-06-15,Solana,275.7188,1065569234.69,125698586703.87,0.7,43240,0.026
2025-06-16,Solana,313.5894,836341719.38,119202395156.37,1.0,36807,0.0932
2025-06-17,Solana,325.5515,1311706347.75,58820640603.42,0.4,29213,0.0786
2025-06-18,Solana,327.6308,625121329.88,89082217844.28,0.77,9291,0.0533
2025-06-19,Solana,322.6232,608179090.35,96018203020.13,-0.34,44046,0.0712
2025-06-20,Solana,313.965,516682175.3,38331063628.36,0.31,17285,0.0908
2025-06-21,Solana,337.0861,838663047.61,162426604455.73,0.92,27886,0.0223
2025-06-22,Solana,337.0738,1479096019.36,51043388896.58,0.38,14944,0.0325
2025-06-23,Solana,371.2653,1600765544.74,140703811081.43,0.8,36505,0.0588
2025-06-24,Solana,372.4132,942688342.7,112652166769.24,0.25,24340,0.0819
2025-06-25,Solana,363.5718,1220319663.92,40084846175.13,0.5,31025,0.0133
2025-06-26,Solana,350.8184,1362321008.33,164849224172.45,0.39,2607,0.0986
2025-06-27,Solana,335.5147,659228347.08,147872972391.59,-0.56,3953,0.0509
2025-06-28,Solana,346.2004,579042460.26,107219364604.71,0.76,45941,0.0423
2025-06-29,Solana,319.6574,1562607924.78,61238977471.61,-0.35,6933,0.0363
2025-06-30,Solana,304.2818,1055927475.8,45231227370.24,-0.41,12386,0.0257
2025-07-01,Solana,328.767,1619395408.01,80665281990.99,1.0,48989,0.0812
2025-07-02,Solana,310.2663,729443519.89,62726946632.97,-0.22,5682,0.096
2025-07-03,Solana,326.6367,1245180404.63,98865237732.55,0.81,48621,0.0472
2025-07-04,Solana,286.532,541664238.86,139416069742.32,-0.77,45052,0.0957
2025-07-05,Solana,311.7483,637463137.06,102871139580.43,-0.05,12154,0.0841
